placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,normalized_visits_by_total_visits,normalized_visits_by_total_visitors
zzy-222@63c-m27-bff,,McDougall Cemetery,,,Death Care Services,Cemeteries and Crematories,812220,39.40439,-82.039185,Mcdougall Cemetery,Millfield,OH,45761,US,,,,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
zzw-228@63f-wtr-2ff,,Jennifer T Adkins PA,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,37.235807,-80.00529,3707 Brambleton Ave Ste 2,Cave Spring,VA,24018,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""9:00"", ""11:30""]], ""Sun"": [[""9:00"", ""11:30""]] }",Family Doctor,,2021-10,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
222-222@63r-7y4-z4v,,Steven's Auto Clinic,,,Automotive Repair and Maintenance,General Automotive Repair,811111,38.755861,-77.083075,7419 Richmond Hwy,Hybla Valley,VA,22306,US,17037650910,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,2,2,"[0,0,0,0,0,2,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",510594154013,{},{},"{""510594215002"":5}",{},,31,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",28.94336031,4.59E-05,7.62E-05,1.90E-07,6.85E-07
zzy-222@63d-pbv-87q,,Ebenezer Cemetery,,,Death Care Services,Cemeteries and Crematories,812220,40.016049,-81.090313,Old State Route 147,Bethesda,OH,43719,US,,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,3,3,"[0,0,1,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]",390130109006,"{""390130108021"":4,""480270224052"":4}",{},"{""480270223003"":4}","{""US"":4}",,9,"{""<5"":1,""5-10"":1,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":4,""ios"":0}",34.41691881,7.03E-05,1.15E-04,1.73E-07,6.19E-07
224-224@646-q69-c5z,,New York Pasta & Deli,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,34.754186,-77.381619,233 Western Blvd,Jacksonville,NC,28546,US,19103536973,,"Deli,Sandwich Shop,Italian Food",,2020-01,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
225-222@63h-xf7-r49,,Track Side Bar 200,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,39.713284,-82.955338,60 Main St W,Ashville,OH,43103,US,17409839147,,"Bar or Pub,Late Night,American Food",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,32,26,"[2,7,5,3,9,5,1]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",391290212003,"{""391290212001"":8,""391290203201"":4,""391290211002"":4,""391290212003"":4,""391290212002"":4,""391290216001"":4}","{""39129021200"":10,""39129020320"":4,""39129021402"":4,""39129020200"":4,""39129021100"":4}","{""391290212001"":10,""391290212002"":7,""390490081613"":4,""391290213001"":4,""391290203201"":4,""390479264001"":4}","{""US"":25}",5574,40,"{""<5"":0,""5-10"":12,""11-20"":3,""21-60"":5,""61-120"":4,""121-240"":6,"">240"":2}","{""Marathon"":11,""Chevrolet"":4,""Anytime Fitness"":4,""Kroger"":4,""NAPA Auto Parts"":4,""PetSmart"":4,""Dollar General"":4,""Starbucks"":4,""Kroger Fuel Center"":4,""Ace Hardware"":4,""Sheetz"":4,""O'Reilly Auto Parts"":4,""Five Guys"":4,""Motto by Hilton"":4,""Panera Bread"":4,""Big Lots Stores"":4,""Raising Cane's"":4,""CVS"":4,""Texas Roadhouse"":4,""OhioHealth"":4}","{""Marathon"":31,""Dollar General"":27,""McDonald's"":27,""Starbucks"":19,""Kroger"":15,""Wendy's"":15,""Dick's Sporting Goods"":15,""Walmart"":12,""Speedway"":12,""GameStop"":12,""Kroger Fuel Center"":12,""Kohl's"":12,""Roosters Wings"":12,""Anytime Fitness"":8,""Chipotle Mexican Grill"":8,""Olive Garden"":8,""Piada Italian Street Food"":8,""Sephora"":8,""Taco Bell"":8,""PetSmart"":8}","{""android"":10,""ios"":16}",367.1138007,1.62E-05,2.03E-05,1.84E-06,5.36E-06
zzy-222@63s-fc5-g6k,,Heritage Antique Center,,,Used Merchandise Stores,Used Merchandise Stores,453310,40.23621,-76.074706,2750 N Reading Rd Rt 272,Adamstown,PA,17569,US,17174844646,,Antiques,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,46,23,"[5,8,8,10,6,5,4]","[0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0]",420710125013,"{""420710126011"":4,""240135061011"":4,""360050293024"":4,""420110109021"":4,""420710101012"":4,""420710125011"":4}","{""42071012501"":4,""36071012300"":4,""42011013500"":4,""42133023100"":4,""51061930204"":4}","{""230039525002"":4,""420710101013"":4,""360710123004"":4,""340230080016"":4,""420110014001"":4}","{""US"":24}",52471,43.5,"{""<5"":0,""5-10"":7,""11-20"":9,""21-60"":9,""61-120"":5,""121-240"":6,"">240"":10}","{""Rutter's Farm Stores"":8,""Burger King"":8,""Goodwill Industries"":5,""Speedway"":5,""Baskin Robbins"":5,""Sheetz"":5,""LongHorn Steakhouse"":5,""Sonic"":3,""Walmart"":3,""Ollie's Bargain Outlet"":3,""Anytime Fitness"":3,""Taco Bell"":3,""Health Street"":3,""Boscov's"":3,""The Home Depot"":3,""GameStop"":3,""7-Eleven"":3,""Starbucks"":3,""Royal Farms"":3,""Mobil"":3}","{""Starbucks"":22,""Wawa"":22,""McDonald's"":22,""Dunkin'"":22,""Walmart"":17,""Rutter's Farm Stores"":17,""Goodwill Industries"":17,""Sheetz"":17,""Redner's Markets"":17,""Chick-fil-A"":17,""Burger King"":17,""CVS"":17,""LongHorn Steakhouse"":17,""Sunoco"":17,""Taco Bell"":13,""Lowe's"":13,""Turkey Hill"":13,""GIANT Food Stores"":13,""BJ's Wholesale Club"":13,""Dollar Tree"":13}","{""android"":12,""ios"":11}",605.4334747,9.89E-04,0.001269421,3.14E-06,5.14E-06
222-222@63d-5hs-dd9,,Oak Hill Alliance Church Cemetery,,,Death Care Services,Cemeteries and Crematories,812220,40.696919,-80.142618,2782 Rochester Rd,Cranberry Township,PA,16066,US,,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,6,5,"[0,0,0,0,0,1,5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0]",420199120021,"{""420199119001"":4}","{""42019912402"":4,""42019912002"":4}","{""420199119001"":4,""420199124023"":4}","{""US"":5}",9765,121,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":2,""121-240"":3,"">240"":0}","{""SHOP 'n SAVE Supermarkets"":17,""Dollar Tree"":17}","{""Walmart"":60,""Vocelli Pizza"":20,""Target"":20,""Planet Fitness"":20,""Apria"":20,""Lowe's"":20,""Speedway"":20,""SHOP 'n SAVE Supermarkets"":20,""Dollar General"":20,""Wendy's"":20,""Buick"":20,""Costco"":20,""GMC (General Motors Company)"":20,""GetGo"":20,""McDonald's"":20,""Tractor Supply Co."":20,""Liberty Tax Service"":20,""Firehouse Subs"":20,""Dollar Tree"":20}","{""android"":4,""ios"":0}",78.96958365,1.35E-04,2.08E-04,4.09E-07,1.12E-06
zzy-222@8gf-qyr-8d9,,U S Textile Corp,,,Other Miscellaneous Manufacturing,,3399,36.080236,-81.924132,400 Wyatt Dr,Newland,NC,28657,US,18287339244,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,5,4,"[0,0,3,0,0,2,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",370119303012,{},{},{},"{""US"":4}",,9,"{""<5"":0,""5-10"":4,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":8}",62.64965604,3.12E-05,7.97E-05,3.20E-07,9.57E-07
22m-222@63d-77v-3dv,,Sanctis Massage,,,Personal Care Services,Other Personal Care Services,812199,40.382631,-80.053017,313 Altoona Pl,Pittsburgh,PA,15243,US,14124011175,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",Massage Therapy,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
226-223@63g-4fq-h89,222-223@63g-4fq-hbk,Bare by Brooke,,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211,36.118771,-80.3117,1985 N Peace Haven Rd,Winston Salem,NC,27106,US,12052664170,,"Hair Removal,Waxing",,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
zzw-222@63g-t7w-7yv,,Johnston Willis Hospital,,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110,37.510987,-77.594584,1401 Johnston Willis Dr,Bon Air,VA,23235,US,18044835000,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,660,300,"[97,100,123,120,125,57,38]","[1,1,0,2,0,2,17,11,6,5,6,3,3,7,3,5,2,4,3,2,10,3,1,0,1,1,2,0,1,3,15,10,7,3,4,7,5,9,3,3,2,3,4,1,12,2,2,0,0,1,1,1,1,9,7,12,11,8,5,5,4,12,5,4,1,2,3,6,22,1,2,0,0,1,0,1,4,1,13,13,10,7,2,6,5,4,7,6,7,4,4,3,15,2,4,1,0,1,2,3,3,4,15,11,7,6,8,5,5,9,3,3,2,4,3,7,20,3,1,0,0,1,1,3,1,1,2,3,1,2,2,1,4,4,3,1,2,4,4,2,11,2,1,1,0,0,0,0,1,0,1,1,0,1,0,2,3,2,3,2,4,0,2,2,10,1,1,2]",510411009201,"{""510299302013"":8,""510853212012"":7,""510411010091"":6,""511455001012"":6,""510411010103"":5,""511455002003"":5,""510411009362"":5,""517600205002"":5,""510411009201"":5,""511479301003"":4,""510299302012"":4,""510411009123"":4,""510818802001"":4,""515500211011"":4,""511350002002"":4,""510411002091"":4,""510950802062"":4,""517308101002"":4,""511455002001"":4,""510411010082"":4,""510499302001"":4,""510872008042"":4,""510411010031"":4,""510538403003"":4,""510079302004"":4,""510853209004"":4,""516708206003"":4,""510411002053"":4,""510411009193"":4,""510411008223"":4,""510411005054"":4,""510411009102"":4,""510411002092"":4,""517600706021"":4,""510411007032"":4,""370630020191"":4,""510411009103"":4,""510411009232"":4,""121010316032"":4,""510411009273"":4,""517600403001"":4,""510411009223"":4,""510411009263"":4,""511770204042"":4,""510411009192"":4,""510411009352"":4,""261030001001"":4,""511838702011"":4,""510411010102"":4,""510594163001"":4,""510411009241"":4,""510411007031"":4,""511455001013"":4,""511277002001"":4,""510872001222"":4,""510872015012"":4,""510411008182"":4,""510411010111"":4,""510872009033"":4,""511455001022"":4,""510411008211"":4,""517308105001"":4,""510411010101"":4,""511455002004"":4,""510872005012"":4,""510411009104"":4,""510411009023"":4,""510411008052"":4,""510411009281"":4,""515500207002"":4,""510538403002"":4,""518100458012"":4,""510411002093"":4,""517600506001"":4,""510411009302"":4,""510411005092"":4,""510411008121"":4,""516708205004"":4}","{""51041100209"":11,""51145500200"":10,""51041101009"":10,""51041100926"":9,""51041101010"":9,""51041100910"":9,""51145500101"":6,""51135000200"":6,""51041100924"":6,""51041100936"":6,""51135000300"":5,""51550020700"":5,""51041100205"":5,""51041100505"":5,""51029930201"":5,""51041100822"":5,""51087200804"":4,""37101041103"":4,""51087200116"":4,""51007930100"":4,""51049930200"":4,""51041100506"":4,""51041101012"":4,""51081880200"":4,""51760030500"":4,""51085320803"":4,""51041100817"":4,""51760070900"":4,""51087201501"":4,""51053840300"":4,""51041101011"":4,""51053840100"":4,""51177020205"":4,""51041100805"":4,""51041101008"":4,""51760070801"":4,""51041101003"":4,""51041100821"":4,""51041100929"":4,""51041101007"":4,""51670820100"":4,""51085320400"":4,""51760070100"":4,""51041100923"":4,""51041100300"":4,""51041100921"":4,""51087200903"":4,""37063002019"":4,""51760071001"":4,""51041100818"":4,""51041100206"":4,""51041100927"":4,""51041100934"":4,""51127700200"":4,""51085320601"":4,""51041100919"":4,""51550021101"":4,""51041100930"":4,""51159040100"":4,""51087201202"":4,""51041101013"":4,""51041100509"":4,""51041100928"":4,""51041100703"":4,""51041100820"":4}","{""510411009201"":24,""510411008232"":8,""510411008171"":7,""511455002004"":6,""510411010091"":5,""510411008223"":5,""510411009102"":5,""371830532061"":4,""510538403002"":4,""510411002082"":4,""510411009231"":4,""510411009263"":4,""510411002092"":4,""510411009241"":4,""510411010073"":4,""510872001292"":4,""510411007032"":4,""510411009273"":4,""510411010102"":4,""510579506002"":4,""510411009352"":4,""510411009103"":4,""510411009101"":4,""510411010111"":4,""510411009104"":4,""510411010031"":4,""511455002003"":4,""510411009193"":4,""510411009282"":4,""510853206012"":4,""510411007012"":4,""510872001123"":4,""510411010081"":4,""420770053021"":4,""517600709004"":4,""510411009312"":4,""510411005092"":4,""511455001012"":4,""510411008212"":4,""510853206021"":4,""510330305004"":4,""510411005091"":4,""510411002091"":4,""510872010032"":4,""510853209002"":4,""510299302013"":4,""510411004032"":4,""517308101002"":4,""511455001013"":4,""510411009192"":4,""510872004111"":4,""510411008182"":4,""510411009262"":4,""511019501012"":4,""510411002053"":4,""510411010072"":4,""510411009293"":4,""511455004002"":4,""510411009023"":4,""515500207002"":4,""510411010103"":4,""510411009123"":4,""510818802001"":4}","{""US"":296}",16716,175.5,"{""<5"":1,""5-10"":27,""11-20"":36,""21-60"":115,""61-120"":98,""121-240"":101,"">240"":282}","{""Wawa"":6,""McDonald's"":6,""Walmart"":4,""Chick-fil-A"":4,""Exxon Mobil"":4,""Sheetz"":3,""Food Lion"":3,""Starbucks"":2,""Walgreens"":2,""Target"":2,""Kroger"":2,""Shell Oil"":2,""7-Eleven"":2,""Wendy's"":2,""CVS"":2,""Bon Secours"":1,""Subway"":1,""Arby's"":1,""IHOP"":1,""BP"":1}","{""Walmart"":30,""Wawa"":24,""McDonald's"":23,""Chick-fil-A"":19,""Food Lion"":18,""Exxon Mobil"":14,""Target"":13,""Walgreens"":13,""Sheetz"":12,""Starbucks"":11,""CVS"":11,""Kroger"":10,""Shell Oil"":9,""Lowe's"":9,""7-Eleven"":8,""Dollar Tree"":8,""Wendy's"":8,""BP"":7,""The Home Depot"":6,""Subway"":6}","{""android"":161,""ios"":139}",9551.308902,0.007584289,0.016038882,6.26E-05,1.03E-04
22s-222@63r-4bz-xyv,,Sears Auto Center,,,Automotive Repair and Maintenance,,8111,38.986981,-76.546184,1040 Annapolis Mall,Annapolis,MD,21401,US,14439265295,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""10:00"", ""17:00""]] }","Tires,Auto Repair,Oil Changes",,2021-10,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
222-222@64h-w7g-x5z,,The Learning Resource Center,,,Other Schools and Instruction,Exam Preparation and Tutoring,611691,36.857882,-76.026344,935 First Colonial Rd,Virginia Beach,VA,23454,US,17574283367,"{ ""Mon"": [[""8:00"", ""19:00""]], ""Tue"": [[""8:00"", ""19:00""]], ""Wed"": [[""8:00"", ""19:00""]], ""Thu"": [[""8:00"", ""19:00""]], ""Fri"": [[""8:00"", ""19:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,5,3,"[0,2,2,1,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",518100444023,{},{},{},"{""US"":4}",,294,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":4}",{},{},"{""android"":0,""ios"":4}",72.35840077,4.05E-04,7.01E-04,4.74E-07,1.03E-06
zzw-223@63r-67v-vzz,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,39.067983,-77.127983,1402 Rockville Pike,Rockville,MD,20852,US,13014685548,"{ ""Mon"": [[""8:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""19:00""]] }","Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,13,9,"[6,1,0,2,2,1,1]","[0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",240317009041,"{""240317007193"":4,""240317002051"":4}","{""24031700719"":4,""24031700717"":4}","{""240317007171"":7,""240317014073"":4}","{""US"":8}",9963,7,"{""<5"":1,""5-10"":10,""11-20"":0,""21-60"":2,""61-120"":0,""121-240"":0,"">240"":0}","{""Taco Bell"":36,""Roy Rogers"":18,""Wendy's"":18,""Chick-fil-A"":18,""McDonald's"":18,""Planet Fitness"":9,""Restaurant Depot"":9,""Starbucks"":9,""LA Fitness"":9,""Cambria Suites"":9,""Staples"":9,""Renaissance Hotels"":9,""Burger King"":9,""CVS"":9,""Havertys"":9,""Exxon Mobil"":9,""Shell Oil"":9,""Seasons 52"":9}","{""McDonald's"":67,""Burger King"":56,""Taco Bell"":33,""Westfield"":33,""Cinnabon"":22,""Safeway"":22,""Popeyes Louisiana Kitchen"":22,""Wendy's"":22,""Chick-fil-A"":22,""Smashburger"":22,""Courtyard by Marriott"":22,""[solidcore]"":22,""Checkers Drive-In Restaurants"":22,""Seasons 52"":22,""Mr. Smoothie"":11,""Walmart"":11,""California Pizza Kitchen"":11,""Planet Fitness"":11,""Loyal Companion"":11,""Roy Rogers"":11}","{""android"":5,""ios"":4}",199.9086507,2.00E-05,2.50E-05,2.17E-06,4.92E-06
222-225@8gg-t3g-9pv,,Prisma Health Outpatient Brain Injury Young Stroke,,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110,34.843544,-82.405676,100 Augusta St,Greenville,SC,29601,US,18644552604,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,10,7,"[1,2,1,3,1,1,1]","[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]",450450007001,{},"{""45045000200"":4,""45077011001"":4}","{""450450007001"":4}","{""US"":6}",16905,90,"{""<5"":1,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":4,""121-240"":0,"">240"":4}","{""Dollar General"":10,""Starbucks"":10,""Ingles Markets"":10,""Publix Super Markets"":10,""Shell Oil"":10,""Outback Steakhouse"":10}","{""McDonald's"":43,""Wendy's"":29,""QuikTrip"":29,""United States Postal Service (USPS)"":29,""CVS"":29,""Spinx"":29,""Belk"":14,""Hallmark Cards"":14,""Walmart"":14,""Little Caesars"":14,""Planet Smoothie"":14,""Stop-A-Minit"":14,""Simon mall"":14,""ALDI"":14,""Domino's Pizza"":14,""Hobby Lobby Stores"":14,""PetSmart"":14,""9Round"":14,""7-Eleven"":14,""Dollar General"":14}","{""android"":4,""ios"":4}",110.0406586,1.05E-04,2.27E-04,1.00E-06,2.68E-06
