placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,visits_by_each_hour,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_week_brand,device_type,normalized_visits_by_state_scaling,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,normalized_visits_by_total_visits,normalized_visits_by_total_visitors
224-222@63p-cxz-t35,222-222@63p-cxz-t35,Planet Fitness,SG_BRAND_c31fc3155fb9ca076972bb72985724fb,Planet Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,40.981639,-76.886194,7415 Westbranch Hwy,Lewisburg,PA,17837,US,15709393200,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""21:00""], [""6:00"", ""21:00""]], ""Sun"": [[""6:00"", ""21:00""]] }","Pilates,Interval Training,Weight Loss,Massage,Cardio Classes",,,2020-01,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,192,118,"[33,39,32,40,23,13,12]","[0,0,0,0,0,1,0,1,2,1,1,3,7,1,2,1,1,3,7,0,1,0,1,0,0,0,0,0,1,0,2,1,6,1,0,1,2,1,1,4,0,3,6,0,4,1,1,4,0,1,0,0,0,0,1,1,3,1,2,0,0,1,0,6,2,5,1,2,2,2,1,1,1,0,2,0,0,0,0,1,0,0,2,3,1,2,3,5,0,4,2,2,6,3,1,2,0,0,2,0,0,0,0,0,1,2,3,0,3,2,1,3,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,2,0,1,0,0,1]",421190905024,"{""420970801002"":7,""420970802004"":7,""420810109002"":6,""421190905024"":5,""420670704003"":5,""420970803007"":4,""420970820004"":4,""420970818002"":4,""421190905022"":4,""421190904002"":4,""421190906001"":4,""420930501002"":4,""421090702001"":4,""420970801001"":4,""420970801003"":4,""421190906002"":4,""420970808002"":4,""420970804002"":4,""421190906003"":4,""420210123002"":4,""420970802002"":4,""170318201031"":4,""420970812001"":4,""420970802005"":4,""421190901023"":4,""420970805001"":4,""421199808002"":4,""420970803002"":4}","{""42097080200"":17,""42119090502"":10,""42119090600"":9,""42119090102"":8,""42097080100"":7,""42097080300"":6,""42119090700"":5,""42021012300"":5,""42097080500"":4,""42119980800"":4,""42119090400"":4,""42037050200"":4,""42081010800"":4,""42097081800"":4,""42097080800"":4,""42067070400"":4,""42109070200"":4,""42097080600"":4}","{""421190905024"":9,""420970803003"":7,""421190907003"":6,""420970803007"":6,""421090701002"":5,""420970801002"":4,""420810116021"":4,""421190903002"":4,""421190904003"":4,""420970804002"":4,""420930501002"":4,""420210123002"":4,""420970801001"":4,""421190901024"":4,""421190904001"":4,""420670704003"":4,""420970803002"":4,""421190905022"":4,""420970818002"":4,""420930503005"":4,""420970806004"":4,""420810108002"":4,""420970802004"":4,""421190904002"":4,""420970802005"":4,""420810109002"":4,""421190906002"":4,""420810117002"":4,""421199808001"":4,""420970802002"":4,""421190906001"":4,""421190901023"":4}","{""US"":117}",11413,45.5,"{""<5"":0,""5-10"":14,""11-20"":17,""21-60"":98,""61-120"":58,""121-240"":1,"">240"":4}","{""Walmart"":20,""Sheetz"":9,""McDonald's"":6,""Fairfield Inn & Suites by Marriott"":4,""Turkey Hill"":4,""Pet Supplies Plus"":4,""Weis Markets"":4,""Sunoco"":4,""Ross Stores"":3,""Dunkin'"":3,""Domino's Pizza"":3,""Dollar General"":3,""Burger King"":3,""Starbucks"":2,""Big Lots Stores"":2,""Subway"":2,""Dollar Tree"":2,""ALDI"":2,""KFC"":2,""Wendy's"":2}","{""Walmart"":50,""Sheetz"":36,""McDonald's"":30,""Sunoco"":29,""Fairfield Inn & Suites by Marriott"":26,""Pet Supplies Plus"":22,""Dunkin'"":21,""Dollar General"":20,""Ross Stores"":17,""Weis Markets"":15,""Starbucks"":15,""CVS"":12,""Wendy's"":11,""Toyota"":10,""Turkey Hill"":10,""Burger King"":10,""Subway"":10,""Target"":9,""Select Specialty Hospital"":8,""Chick-fil-A"":8}","{""android"":47,""ios"":69}",2527.026677,4.25E-04,6.67E-04,1.31E-05,2.64E-05
223-222@63d-3vt-ht9,,Thomasville of Monroeville,,,Furniture Stores,Furniture Stores,442110,40.440268,-79.712461,1700 Golden Mile Hwy,Monroeville,PA,15146,US,17243272160,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""12:00"", ""17:00""]] }","Interior Design,Home Decor,Furniture",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,1,1,"[0,1,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",420035215001,{},"{""42129803100"":4}",{},{},,383,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":1}",{},{},"{""android"":0,""ios"":0}",13.16159728,3.98E-05,5.30E-05,6.82E-08,2.24E-07
zzy-222@63f-kvq-5s5,,Firebirds Wood Fired Grill,SG_BRAND_e3557c64d144d5066977b3187e7d6859,Firebirds Wood Fired Grill,Restaurants and Other Eating Places,Full-Service Restaurants,722511,35.827647,-78.649965,4350 Lassiter Avenue,Raleigh,NC,27609,US,19197888778,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Drinks,Lunch,Steak House,American Food,Casual Dining,Bar or Pub,Dinner",,,2021-01,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,5,4,"[0,0,2,0,1,0,2]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0]",371830526031,"{""370690608021"":4,""371830517001"":4}","{""37101040902"":4}",{},"{""US"":4}",,116,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":1,""61-120"":1,""121-240"":0,"">240"":2}",{},{},"{""android"":0,""ios"":4}",62.64965604,2.48E-06,3.06E-06,3.20E-07,9.57E-07
zzw-222@63f-7rj-v4v,,The Shop,,,Electronics and Appliance Stores,Electronics Stores,443142,36.688545,-78.900508,1096 Huell Matthews Hwy,South Boston,VA,24592,US,14345721116,,Stereo Installation,,2020-01,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
224-223@63p-vj3-yd9,,David B Werner MD,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,40.793929,-77.853508,507 Locust Ln,State College,PA,16801,US,,,"Optometrists,Ophthalmologists",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,288,147,"[24,19,26,32,98,60,29]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,5,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,1,10,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,2,0,1,2,0,3,1,8,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3,2,1,1,5,1,5,6,5,1,0,0,0,0,0,0,0,0,1,1,2,2,4,2,2,2,6,1,15,4,8,42,18,3,0,0,0,0,0,0,1,2,3,0,0,0,1,0,3,7,8,1,7,1,2,3,1,1,1,0,0,0,0,0,0,0,2,3,1,1,4,6,5,1,0,1,1,0,0,1]",420270120005,"{""420270122001"":30,""420270125001"":18,""420270121002"":11,""420270121003"":10,""420270116001"":8,""420810119003"":5,""420270122003"":5,""420270120003"":4,""420270125002"":4,""420270120005"":4,""420792155032"":4,""420270120001"":4,""420270126001"":4,""420270122002"":4,""420792155012"":4,""421010003002"":4,""420270120002"":4,""420270119021"":4}","{""42027012200"":38,""42027012500"":25,""42027012100"":21,""42027012000"":15,""42027011600"":13,""42027011902"":8,""42027012600"":4,""42079216600"":4,""42027012800"":4,""18105000202"":4}","{""420270122001"":29,""420270125001"":19,""420270121003"":12,""420270121002"":9,""420270122003"":7,""420270116001"":6,""420270125002"":6,""420270126001"":6,""420293005011"":5,""420270120003"":5,""420792166005"":4,""420270122002"":4,""340270408033"":4,""420035620002"":4,""420270120004"":4,""240276027002"":4,""420270120005"":4,""420490029003"":4}","{""US"":146}",1224,81.5,"{""<5"":3,""5-10"":11,""11-20"":22,""21-60"":74,""61-120"":66,""121-240"":65,"">240"":47}","{""Starbucks"":8,""Saxbys Coffee"":6,""Barnes and Noble College"":6,""Sheetz"":4,""Panda Express"":3,""Chipotle Mexican Grill"":3,""Primanti Bros."":3,""Playa Bowls"":2,""McDonald's"":2,""Walmart"":2,""CrossFit"":2,""Chick-fil-A"":2,""Cold Stone Creamery"":2,""Sunoco"":2,""Dunkin'"":2,""T.J. Maxx"":1,""SNAP Custom Pizza"":1,""Burger King"":1,""Subway"":1,""ULTA Beauty"":1}","{""Starbucks"":46,""Barnes and Noble College"":32,""Saxbys Coffee"":24,""Sheetz"":16,""Chipotle Mexican Grill"":13,""Playa Bowls"":13,""Primanti Bros."":12,""Chick-fil-A"":10,""McDonald's"":10,""Dunkin'"":10,""Walmart"":9,""Target"":9,""Panda Express"":9,""Cold Stone Creamery"":9,""Sunoco"":7,""Subway"":7,""Moe's Southwest Grill"":6,""Auntie Anne's"":5,""SNAP Custom Pizza"":5,""Jamba"":4}","{""android"":12,""ios"":141}",3790.540015,0.003049975,0.004366283,1.96E-05,3.29E-05
222-224@645-yvj-vs5,,Southeastern Community College Child Dev Center,,,Junior Colleges,Junior Colleges,611210,34.331805,-78.78206,4564 Chadbourn Hwy,Whiteville,NC,28472,US,,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,286,85,"[24,45,82,44,46,24,21]","[0,0,0,0,0,0,1,4,4,0,0,1,4,5,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,5,2,1,3,3,2,11,5,3,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1,4,7,6,13,5,2,7,8,3,4,8,5,0,7,2,0,0,0,0,0,0,0,0,0,7,4,3,2,6,1,3,9,2,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,7,1,1,3,8,2,9,3,4,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,13,0,2,1,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,3,2,1,5,0,0,0,0,0,0]",370479307003,"{""370479311001"":6,""370479305001"":5,""370479309003"":4,""370479310003"":4,""370479308003"":4,""370479307002"":4,""370479309002"":4,""450510707012"":4,""370479308004"":4,""371559605023"":4,""370479308001"":4,""370479311003"":4,""370179505005"":4,""511730303012"":4,""370479302001"":4,""370479305003"":4,""371290119022"":4,""370510027004"":4,""370510032043"":4,""370479309004"":4}","{""37047930800"":10,""37047930900"":9,""37047931100"":7,""37047930500"":7,""37047931200"":6,""37047930400"":4,""37047930700"":4,""37051002700"":4,""51173030301"":4,""37047931000"":4,""37047931300"":4,""37047930100"":4,""37047930300"":4,""45051051601"":4,""45051070701"":4}","{""370479305001"":6,""370479308001"":4,""370479307003"":4,""511670304015"":4,""370479311001"":4,""370479308003"":4,""370510027004"":4,""371290119034"":4,""370479312003"":4,""370479312005"":4,""370479309002"":4,""370190206031"":4,""370479312004"":4,""370479308004"":4,""370479305003"":4,""370479309005"":4,""370479313001"":4,""511730307011"":4,""370479309004"":4}","{""US"":84}",19243,75.5,"{""<5"":4,""5-10"":46,""11-20"":22,""21-60"":56,""61-120"":56,""121-240"":56,"">240"":46}","{""McDonald's"":12,""Walmart"":9,""Wendy's"":6,""Food Lion"":6,""Cook Out"":5,""Taco Bell"":5,""Burger King"":5,""Murphy USA"":5,""Lowe's"":5,""Walgreens"":4,""Bojangles'"":4,""BP"":4,""Dollar General"":4,""Starbucks"":4,""Sonic"":3,""Quality Inn"":3,""Belk"":2,""Papa John's"":2,""Hardee's"":2,""United States Postal Service (USPS)"":2}","{""McDonald's"":47,""Walmart"":34,""Wendy's"":25,""Food Lion"":25,""Murphy USA"":24,""Taco Bell"":22,""Dollar General"":20,""Burger King"":18,""Belk"":16,""Chick-fil-A"":16,""Hardee's"":16,""Shell Oil"":16,""BP"":15,""Bojangles'"":14,""Marathon"":14,""Exxon Mobil"":14,""Lowe's"":13,""Minuteman Food Mart"":13,""Sonic"":12,""Cook Out"":12}","{""android"":30,""ios"":56}",3583.560326,0.009063253,0.022644497,1.83E-05,2.03E-05
229-223@628-pmb-bzf,,Little Italy Pizza,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511,39.942932,-75.157207,901 South St,Philadelphia,PA,19147,US,12159221440,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""23:00""]], ""Sat"": [[""11:00"", ""23:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Sandwich Shop,Pizza,Italian Food",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,39,22,"[7,5,6,7,4,9,1]","[0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",421010011021,"{""421010362021"":7,""420171008032"":4,""421010041023"":4,""421010039023"":4,""420950176041"":4,""421010027012"":4,""421010312002"":4}","{""42017105012"":4,""42101001500"":4,""42101009600"":4,""42101031200"":4,""42101002701"":4,""36047004400"":4,""42029303801"":4}","{""170312213002"":4,""421010015002"":4,""420950176041"":4,""421010041013"":4}","{""US"":21}",22078,20,"{""<5"":0,""5-10"":11,""11-20"":9,""21-60"":4,""61-120"":3,""121-240"":8,"">240"":4}","{""Starbucks"":13,""ACME Sav-on Pharmacy"":9,""Four Seasons Hotels and Resorts"":6,""McDonald's"":6,""CVS"":6,""Dunkin'"":6,""Target"":3,""Goodwill Industries"":3,""Sephora"":3,""Jeni's Splendid Ice Creams"":3,""Paris Baguette"":3,""Wawa"":3,""ConocoPhillips"":3,""Motto by Hilton"":3,""BJ's Wholesale Club"":3,""MrBeast Burger"":3,""Sherwin-Williams"":3,""Perkins Restaurant & Bakery"":3,""Acme Markets"":3,""Sunoco"":3}","{""Wawa"":32,""McDonald's"":27,""Dunkin'"":23,""Target"":14,""Starbucks"":14,""Rite Aid"":14,""Walmart"":9,""Miracle-Ear"":9,""LL Flooring"":9,""ACME Sav-on Pharmacy"":9,""Four Seasons Hotels and Resorts"":9,""Motto by Hilton"":9,""Walgreens"":9,""MrBeast Burger"":9,""CVS"":9,""Jo-Ann Fabric and Craft Stores"":9,""Sunoco"":9,""IHOP"":5,""PrimoHoagies"":5,""Ombudsman"":5}","{""android"":4,""ios"":17}",513.3022937,2.67E-05,3.46E-05,2.66E-06,4.92E-06
zzw-222@63t-q6m-66k,,Sangrik Larry J DDS,,,Offices of Dentists,Offices of Dentists,621210,41.635892,-81.176623,8580 Old State Rd,Chardon,OH,44024,US,14402862702,,Oral Surgeons,,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
zzw-224@63r-bmc-7t9,zzw-222@63r-bmc-7t9,Walgreens Pharmacy,SG_BRAND_33ef43259b465c12,Walgreens Pharmacy,Health and Personal Care Stores,Pharmacies and Drug Stores,446110,39.409495,-76.608191,939 York Rd,Towson,MD,21204,US,,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }","Medical Supplies,Vitamins and Supplements,Cosmetics,Opticians,Convenience Store",,,2021-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
222-222@63d-3wk-djv,,Edgewood Country Club,,,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910,40.429209,-79.829296,100 Churchill Rd,Churchill,PA,15235,US,,,"Golf,Country Club,Sports Clubs",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,123,59,"[7,8,33,23,16,23,13]","[0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,1,3,1,3,0,1,2,5,1,5,1,2,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,1,1,2,5,1,4,0,1,2,0,0,0,0,0,0,0,0,1,2,0,2,1,1,0,1,0,0,1,3,2,0,2,0,0,0,0,0,1,0,0,1,0,1,1,2,1,1,8,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,1,1,0,1,1,0,0,0,0]",420035190001,"{""420035513002"":4,""420035200011"":4,""420035190002"":4,""420035213014"":4,""420035213023"":4,""421298023013"":4,""420034220004"":4,""420035151003"":4}","{""42003521301"":8,""42003520002"":6,""42003982200"":4,""42129802101"":4,""42019912304"":4,""42003515100"":4,""42003512900"":4,""42129802400"":4,""42129802301"":4,""42003423000"":4,""42003422000"":4,""42003551300"":4,""42129803501"":4}","{""421298023013"":4,""420035129002"":4,""420035200023"":4,""420035200021"":4,""370779702002"":4,""420035213014"":4,""420035200011"":4,""420035190001"":4,""421298034002"":4,""420032023002"":4,""420035263012"":4,""420035513002"":4}","{""US"":60}",11030,68,"{""<5"":1,""5-10"":23,""11-20"":4,""21-60"":28,""61-120"":32,""121-240"":20,"">240"":15}","{""Sheetz"":10,""Walmart"":5,""Starbucks"":5,""Thrifty Car Rental International"":4,""McDonald's"":4,""BP"":2,""Giant Eagle"":2,""Dollar General"":2,""Marathon"":2,""Sunoco"":2,""Petco"":1,""Flynn's Tire"":1,""Jared The Galleria of Jewelry"":1,""Vocelli Pizza"":1,""Target"":1,""Go Ape Ziplining"":1,""Taco Bell"":1,""Once Upon a Child"":1,""KFC"":1,""T.J. Maxx"":1}","{""Sheetz"":25,""McDonald's"":20,""Walmart"":17,""Target"":14,""Giant Eagle"":14,""Wendy's"":14,""Barnes and Noble"":12,""Starbucks"":12,""GetGo"":12,""Dollar General"":10,""Dairy Queen"":10,""Sunoco"":10,""Dollar Tree"":10,""Petco"":8,""BP"":8,""Eat'n Park"":8,""Thrifty Car Rental International"":7,""Chick-fil-A"":7,""Panera Bread"":7,""Jo-Ann Fabric and Craft Stores"":7}","{""android"":27,""ios"":26}",1618.876465,2.72E-04,4.28E-04,8.39E-06,1.32E-05
222-222@645-m6y-st9,,Old Baldy Lighthouse,,,"Museums, Historical Sites, and Similar Institutions",Historical Sites,712120,33.873523,-78.000352,101 Lighthouse Wynd,Bald Head Island,NC,28461,US,19104577481,,,,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,55,52,"[1,21,8,5,14,4,2]","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0]",370190203071,"{""370670001001"":4,""371790210083"":4,""360850170123"":4,""170310810002"":4,""370810156001"":4,""371899201003"":4,""370190202044"":4,""371590518011"":4,""371190062042"":4,""371790210101"":4,""370190203071"":4,""371290114002"":4,""371190012003"":4,""371790203103"":4}","{""37023020202"":5,""37001021206"":4,""09001045300"":4,""37119006204"":4,""37163970301"":4,""37157040601"":4,""37025041701"":4,""37019020307"":4,""37179021004"":4,""37183053719"":4,""36085017012"":4}","{""371290119024"":4,""371790210041"":4,""370250417011"":4,""370190202044"":4,""370139304002"":4,""371790210091"":4,""371830538072"":4,""371639703013"":4,""371899201003"":4,""370190203071"":4,""371290120013"":4,""371190012003"":4,""371830537192"":4}","{""US"":52}",284357,20,"{""<5"":4,""5-10"":10,""11-20"":14,""21-60"":26,""61-120"":0,""121-240"":1,"">240"":0}","{""Walmart"":6,""Dairy Queen"":6,""KFC"":4,""Hampton"":4,""Motto by Hilton"":4,""Ross Stores"":2,""Murphy USA"":2,""Taco Bell"":2,""Mobil"":2,""San Felipe Mexican Restaurant"":2,""Big Lots Stores"":2,""McDonald's"":2,""SpringHill Suites by Marriott"":2,""Shell Oil"":2}","{""Chick-fil-A"":29,""McDonald's"":23,""Exxon Mobil"":19,""Walmart"":17,""Speedway"":13,""Food Lion"":13,""BP"":12,""Dollar General"":12,""Lowe's"":10,""Wendy's"":10,""CVS"":10,""Harris Teeter"":10,""Bojangles'"":10,""Target"":8,""Murphy USA"":8,""Taco Bell"":8,""Starbucks"":8,""Motto by Hilton"":8,""Dairy Queen"":8,""Sunoco"":8}","{""android"":19,""ios"":33}",689.1462165,1.28E-04,2.02E-04,3.52E-06,1.24E-05
233-223@63s-xqz-d35,,The Salon and Spa At Walden,,,Personal Care Services,"Hair, Nail, and Skin Care Services",81211,40.23626,-77.020228,112 Walden Way,Mechanicsburg,PA,17050,US,17176977674,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }","Men's Haircuts,Spa",,2020-01,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
222-223@63f-ygy-2ff,,Enterprise Rent-A-Car,SG_BRAND_9f497514e036d97886867c3fe21baf6a,Enterprise Rent-A-Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,37.337583,-80.797616,2793 Virginia Ave,Narrows,VA,24124,US,15402390111,"{ ""Mon"": [[""9:00"", ""15:00""]], ""Tue"": [[""9:00"", ""15:00""]], ""Wed"": [[""9:00"", ""15:00""]], ""Thu"": [[""9:00"", ""15:00""]], ""Fri"": [[""9:00"", ""15:00""]], ""Sat"": [], ""Sun"": [] }","Car Rental,Truck Rental",,,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
22r-222@63j-x44-59f,237-225@63j-x45-wc5,Kate Spade,SG_BRAND_f50d476b34b7991f27edf2bd743e0268,Kate Spade,Clothing Stores,Family Clothing Stores,448140,40.054058,-82.915463,4225 The Strand Spc 212,Columbus,OH,43219,US,16144780563,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Women's Clothing,Watches,Accessories,Home D̩cor,Jewelry",,,2019-07,POLYGON,2022-04-18T00:00:00-04:00,2022-04-25T00:00:00-04:00,1,1,"[0,0,0,0,0,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",390490101001,{},"{""39049009390"":4}","{""390490093901"":4}",{},,19,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":4}",11.47230627,1.78E-05,2.21E-05,5.76E-08,2.06E-07
222-223@63r-btp-gzf,,Jump Zone Play Center,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990,39.462221,-76.804938,12400 Owings Mills Blvd,Reisterstown,MD,21136,US,14108330535,,,,2020-01,2019-07,POLYGON,,,,,,,,,,,,,,,,,,0,0,0,0,0
